refArea,medicalCause,Number of cases,Observation URI,references,publisher,disease,dataset,refPeriod
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2017
http://dbpedia.org/resource/Nabatieh_Governorate,,1,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2017
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-06-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/06-2017
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-07-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/07-2017
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-08-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/08-2017
http://dbpedia.org/resource/Nabatieh_Governorate,,1,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-09-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/09-2017
http://dbpedia.org/resource/Nabatieh_Governorate,,2,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-10-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/10-2017
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-11-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/11-2017
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2017-12-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/12-2017
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,6,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2017
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,12,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2017
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,8,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2017
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,4,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2017
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,17,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2017
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,8,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-06-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/06-2017
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,27,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-07-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/07-2017
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,48,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-08-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/08-2017
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,28,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-09-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/09-2017
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,24,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-10-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/10-2017
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,10,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-11-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/11-2017
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,5,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2017-12-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/12-2017
http://dbpedia.org/resource/Beirut,,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2018
http://dbpedia.org/resource/Beirut,,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2018
http://dbpedia.org/resource/Beirut,,1,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2018
http://dbpedia.org/resource/Beirut,,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2018
http://dbpedia.org/resource/Beirut,,1,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2018
http://dbpedia.org/resource/Beirut,,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-06-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/06-2018
http://dbpedia.org/resource/Beirut,,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-07-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/07-2018
http://dbpedia.org/resource/Beirut,,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-08-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/08-2018
http://dbpedia.org/resource/Beirut,,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-09-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/09-2018
http://dbpedia.org/resource/Beirut,,1,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-10-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/10-2018
http://dbpedia.org/resource/Beirut,,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-11-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/11-2018
http://dbpedia.org/resource/Beirut,,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2018-12-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/12-2018
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2018-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2018
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2018-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2018
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2018-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2018
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2018-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2018
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2018-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2018
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2018-06-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/06-2018
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2018-07-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/07-2018
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2018-08-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/08-2018
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2018-09-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/09-2018
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2018-10-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/10-2018
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2018-11-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/11-2018
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2018-12-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Nabatieh2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/12-2018
http://dbpedia.org/resource/North_Lebanon_Governorate,,5,http://linked.aub.edu.lb/CODEC/observation/North-2018-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2018
http://dbpedia.org/resource/North_Lebanon_Governorate,,2,http://linked.aub.edu.lb/CODEC/observation/North-2018-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2018
http://dbpedia.org/resource/North_Lebanon_Governorate,,7,http://linked.aub.edu.lb/CODEC/observation/North-2018-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2018
http://dbpedia.org/resource/North_Lebanon_Governorate,,4,http://linked.aub.edu.lb/CODEC/observation/North-2018-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2018
http://dbpedia.org/resource/North_Lebanon_Governorate,,5,http://linked.aub.edu.lb/CODEC/observation/North-2018-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2018
http://dbpedia.org/resource/North_Lebanon_Governorate,,2,http://linked.aub.edu.lb/CODEC/observation/North-2018-06-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/06-2018
http://dbpedia.org/resource/North_Lebanon_Governorate,,2,http://linked.aub.edu.lb/CODEC/observation/North-2018-07-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/07-2018
http://dbpedia.org/resource/North_Lebanon_Governorate,,3,http://linked.aub.edu.lb/CODEC/observation/North-2018-08-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/08-2018
http://dbpedia.org/resource/North_Lebanon_Governorate,,5,http://linked.aub.edu.lb/CODEC/observation/North-2018-09-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/09-2018
http://dbpedia.org/resource/North_Lebanon_Governorate,,6,http://linked.aub.edu.lb/CODEC/observation/North-2018-10-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/10-2018
http://dbpedia.org/resource/North_Lebanon_Governorate,,7,http://linked.aub.edu.lb/CODEC/observation/North-2018-11-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/11-2018
http://dbpedia.org/resource/North_Lebanon_Governorate,,4,http://linked.aub.edu.lb/CODEC/observation/North-2018-12-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/12-2018
http://dbpedia.org/resource/South_Governorate,,1,http://linked.aub.edu.lb/CODEC/observation/South-2018-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2018
http://dbpedia.org/resource/South_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/South-2018-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2018
http://dbpedia.org/resource/South_Governorate,,1,http://linked.aub.edu.lb/CODEC/observation/South-2018-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2018
http://dbpedia.org/resource/South_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/South-2018-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2018
http://dbpedia.org/resource/South_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/South-2018-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2018
http://dbpedia.org/resource/South_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/South-2018-06-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/06-2018
http://dbpedia.org/resource/South_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/South-2018-07-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/07-2018
http://dbpedia.org/resource/South_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/South-2018-08-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/08-2018
http://dbpedia.org/resource/South_Governorate,,1,http://linked.aub.edu.lb/CODEC/observation/South-2018-09-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/09-2018
http://dbpedia.org/resource/South_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/South-2018-10-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/10-2018
http://dbpedia.org/resource/South_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/South-2018-11-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/11-2018
http://dbpedia.org/resource/South_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/South-2018-12-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/12-2018
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,7,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2018-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2018
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,6,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2018-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2018
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,10,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2018-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2018
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,5,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2018-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2018
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,8,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2018-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2018
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,4,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2018-06-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/06-2018
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,6,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2018-07-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/07-2018
